Checked,helix,beta,c,unkown,error,Protein FDR Confidence,Master,Accession,Description,Exp. q-value,Sum PEP Score,Coverage,# Peptides,# PSMs,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Modifications,Entrez Gene ID,Ensembl Gene ID,Gene ID,Chromosome,Biological Process,Cellular Component,Molecular Function,Pfam IDs,emPAI,Score Sequest HT,# Peptides Sequest HT
False,,,,,,High,Master Protein,O75340,Programmed cell death protein 6 OS=Homo sapiens GN=PDCD6 PE=1 SV=1,0.00352112676056338,1.88372441241946,14.1361256544503,1,1,1,1,191,21.855,5.4,,10016,ENSG00000249915.7,PDCD6,5,cell death;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;endoplasmic reticulum;endosome;membrane;nucleus,catalytic activity;metal ion binding;protein binding,"Pf00036, Pf13405, Pf13499, Pf13833",0.233,2.82810664176941,1
False,,,,,,High,Master Protein,P62995,Transformer-2 protein homolog beta OS=Homo sapiens GN=TRA2B PE=1 SV=1,0.00352112676056338,1.87745647593125,5.55555555555556,1,1,1,1,288,33.646,11.25,,6434,ENSG00000136527.17,TRA2B,3,cell organization and biogenesis;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus,membrane;nucleus;spliceosomal complex,protein binding;RNA binding,"Pf00076, Pf08777, Pf13893, Pf14259",0.233,2.42918968200684,1
False,,,,,,High,Master Protein,Q8TF42,Ubiquitin-associated and SH3 domain-containing protein B OS=Homo sapiens GN=UBASH3B PE=1 SV=2,0.00352112676056338,1.87289520163519,3.6979969183359,1,1,1,1,649,72.649,6.93,,84959,ENSG00000154127.9,UBASH3B,11,metabolic process;regulation of biological process;response to stimulus,cytoplasm;nucleus,catalytic activity;protein binding,"Pf00018, Pf00300, Pf00627, Pf13563, Pf14604",0.064,3.80065703392029,1
False,,,,,,High,Master Protein,Q9BY32,Inosine triphosphate pyrophosphatase OS=Homo sapiens GN=ITPA PE=1 SV=2,0.00352112676056338,1.86838133565087,8.24742268041237,1,1,1,1,194,21.432,5.66,,3704,ENSG00000125877.12,ITPA,20,cell organization and biogenesis;metabolic process,cytoplasm;cytosol,catalytic activity;metal ion binding;nucleotide binding;protein binding,Pf01725,0.212,2.92584371566772,1
False,,,,,,High,Master Protein,P19404,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Homo sapiens GN=NDUFV2 PE=1 SV=2",0.00352112676056338,1.86138156610051,8.03212851405623,1,1,1,1,249,27.374,8.06,,4729,ENSG00000178127.12,NDUFV2,18,cell organization and biogenesis;metabolic process;transport,membrane;mitochondrion,catalytic activity;metal ion binding;protein binding,Pf01257,0.136,0.0,1
False,,,,,,High,Master Protein,O75306,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial OS=Homo sapiens GN=NDUFS2 PE=1 SV=2",0.00352112676056338,1.86075078242839,3.67170626349892,1,1,1,1,463,52.512,7.55,,4720,ENSG00000158864.12,NDUFS2,1,cell organization and biogenesis;metabolic process;response to stimulus;transport,membrane;mitochondrion;organelle lumen,catalytic activity;metal ion binding;nucleotide binding;protein binding,Pf00346,0.0,0.0,1
False,,,,,,High,Master Protein,Q96EP5,DAZ-associated protein 1 OS=Homo sapiens GN=DAZAP1 PE=1 SV=1,0.00352112676056338,1.84985783815144,6.63390663390663,1,1,1,1,407,43.356,8.56,,26528,ENSG00000071626.16,DAZAP1,19,cell differentiation;cell proliferation;development;regulation of biological process,cytoplasm;cytosol;nucleus,protein binding;RNA binding,"Pf00076, Pf13893, Pf14259",0.179,0.0,1
False,,,,,,High,Master Protein,Q96I99,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Homo sapiens GN=SUCLG2 PE=1 SV=2",0.00352112676056338,1.84466396253494,2.5462962962963,1,1,1,1,432,46.481,6.39,,8801,ENSG00000172340.14,SUCLG2,3,metabolic process,membrane;mitochondrion;organelle lumen,catalytic activity;metal ion binding;nucleotide binding;protein binding,"Pf00549, Pf01071, Pf08442, Pf13549",0.077,2.08014607429504,1
False,,,,,,High,Master Protein,Q8TCT9,Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1,0.00352112676056338,1.83803338363593,4.50928381962865,1,1,1,1,377,41.462,6.43,,81502,ENSG00000101294.16,HM13,20,cell organization and biogenesis;metabolic process,cell surface;endoplasmic reticulum;membrane,catalytic activity;protein binding,"Pf04258, Pf06550",0.155,3.05674266815186,1
False,,,,,,High,Master Protein,P26358,DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens GN=DNMT1 PE=1 SV=2,0.00352112676056338,1.83594470810655,0.804455445544555,1,1,1,1,1616,183.05,7.75,,1786,ENSG00000130816.14,DNMT1,19,cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus,nucleus,catalytic activity;DNA binding;metal ion binding;nucleotide binding;protein binding;RNA binding,"Pf00145, Pf01426, Pf02008, Pf06464, Pf12047",0.025,2.32672786712646,1
False,,,,,,High,Master Protein,Q9NYZ3,G2 and S phase-expressed protein 1 OS=Homo sapiens GN=GTSE1 PE=1 SV=3,0.00352112676056338,1.83386602969489,1.94444444444444,1,1,1,1,720,76.598,9.39,,51512,,GTSE1,22,metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytoskeleton;cytosol;membrane,protein binding,Pf15259,0.061,2.37790775299072,1
False,,,,,,High,Master Protein,P28331,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens GN=NDUFS1 PE=1 SV=3",0.00352112676056338,1.83087598175185,4.12654745529574,2,2,2,1,727,79.417,6.23,,4719,ENSG00000283447.1; ENSG00000023228.13,NDUFS1,2; CHR_HSCHR2_6_CTG7_2,cell organization and biogenesis;metabolic process;transport,membrane;mitochondrion;organelle lumen,catalytic activity;metal ion binding;protein binding,"Pf00111, Pf00384, Pf09326, Pf10588, Pf13510",0.11,4.60709953308105,2
False,,,,,,High,Master Protein,Q8WXC6,COP9 signalosome complex subunit 9 OS=Homo sapiens GN=COPS9 PE=1 SV=3,0.00352112676056338,1.82944494147879,64.9122807017544,1,1,1,1,57,6.207,3.83,Acetyl [N-Term],150678,ENSG00000172428.10,MYEOV2; COPS9,2,regulation of biological process;response to stimulus,cytoplasm;nucleus,protein binding,Pf15004,2.162,2.07966876029968,1
False,,,,,,High,Master Protein,Q12874,Splicing factor 3A subunit 3 OS=Homo sapiens GN=SF3A3 PE=1 SV=1,0.00352112676056338,1.81844222613721,6.187624750499,1,1,1,1,501,58.812,5.38,,10946,ENSG00000183431.11,SF3A3,1,cell organization and biogenesis;metabolic process,nucleus;spliceosomal complex,metal ion binding;protein binding;RNA binding,"Pf11931, Pf12108, Pf13297",0.086,2.57130694389343,1
False,,,,,,High,Master Protein,Q08945,FACT complex subunit SSRP1 OS=Homo sapiens GN=SSRP1 PE=1 SV=1,0.00352112676056338,1.81107151623915,3.38504936530324,1,1,1,1,709,81.024,6.87,,6749,ENSG00000149136.8,SSRP1,11,metabolic process;regulation of biological process;response to stimulus,chromosome;nucleus,DNA binding;protein binding;RNA binding,"Pf00505, Pf03531, Pf08512, Pf09011",0.059,2.56108045578003,1
False,,,,,,High,Master Protein,O00471,Exocyst complex component 5 OS=Homo sapiens GN=EXOC5 PE=1 SV=1,0.00352112676056338,1.80771138743188,2.96610169491525,1,1,1,1,708,81.801,6.71,,10640,ENSG00000070367.15,EXOC5,14,transport,cytoplasm;cytosol,protein binding,"Pf03938, Pf07393",0.049,3.04220390319824,1
False,,,,,,High,Master Protein,O75663,TIP41-like protein OS=Homo sapiens GN=TIPRL PE=1 SV=2,0.00352112676056338,1.80604102198081,6.61764705882353,1,1,1,1,272,31.424,5.91,,261726,ENSG00000143155.12,TIPRL,1,regulation of biological process;response to stimulus,cytoplasm,protein binding,Pf04176,0.129,3.08988356590271,1
False,,,,,,High,Master Protein,Q9NZL4,Hsp70-binding protein 1 OS=Homo sapiens GN=HSPBP1 PE=1 SV=1,0.00352112676056338,1.80051908513764,3.03867403314917,1,1,1,1,362,39.449,5.21,,23640,,HSPBP1,19,metabolic process;regulation of biological process,,enzyme regulator activity;protein binding,,0.122,2.78151416778564,1
False,,,,,,High,Master Protein,P55265,Double-stranded RNA-specific adenosine deaminase OS=Homo sapiens GN=ADAR PE=1 SV=4,0.00352112676056338,1.79832982035342,1.46818923327896,1,1,1,1,1226,135.981,8.65,,103,ENSG00000160710.15,ADAR,1,cell differentiation;cell organization and biogenesis;defense response;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;membrane;nucleus;spliceosomal complex,catalytic activity;DNA binding;metal ion binding;protein binding;RNA binding,"Pf00035, Pf02137, Pf02295",0.03,2.39943790435791,1
False,,,,,,High,Master Protein,Q9Y6Y8,SEC23-interacting protein OS=Homo sapiens GN=SEC23IP PE=1 SV=1,0.00352112676056338,1.79832982035342,2.5,1,1,1,1,1000,111.007,5.54,,11196,ENSG00000107651.12,SEC23IP,10,cell organization and biogenesis;transport,cytoplasm;cytosol;endoplasmic reticulum;Golgi;membrane,catalytic activity;metal ion binding;protein binding;RNA binding,"Pf00536, Pf02862, Pf07647",0.049,2.57532453536987,1
False,,,,,,High,Master Protein,O60907,F-box-like/WD repeat-containing protein TBL1X OS=Homo sapiens GN=TBL1X PE=1 SV=3,0.00352112676056338,1.79642322502203,4.8526863084922,1,1,1,1,577,62.456,6.55,,6907,ENSG00000101849.15,TBL1X,X,cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus,nucleus,DNA binding;protein binding,"Pf00400, Pf08513, Pf08662",0.077,3.63093066215515,1
False,,,,,,High,Master Protein,Q9UI36,Dachshund homolog 1 OS=Homo sapiens GN=DACH1 PE=1 SV=3,0.00352112676056338,1.78807891569149,3.42105263157895,1,1,1,1,760,78.627,8.51,,1602,,DACH1,13,cell organization and biogenesis;cell proliferation;development;metabolic process;regulation of biological process;response to stimulus,cytoplasm;nucleus,DNA binding;protein binding,Pf02437,0.096,2.04232549667358,1
False,,,,,,High,Master Protein,P62899,60S ribosomal protein L31 OS=Homo sapiens GN=RPL31 PE=1 SV=1,0.00352112676056338,1.78067749158066,19.2,1,1,1,1,125,14.454,10.54,,6160,ENSG00000071082.10,RPL31,2,cell organization and biogenesis;metabolic process;transport,cytosol;membrane;ribosome,protein binding;RNA binding;structural molecule activity,Pf01198,0.389,2.72621011734009,1
False,,,,,,High,Master Protein,Q12765,Secernin-1 OS=Homo sapiens GN=SCRN1 PE=1 SV=2,0.00421348314606742,1.76321090059071,9.42028985507246,1,1,1,1,414,46.353,4.75,,9805,ENSG00000136193.16,SCRN1,7,metabolic process;transport,cytoplasm;membrane;nucleus,catalytic activity;protein binding,Pf03577,0.101,3.14541602134705,1
False,,,,,,High,Master Protein,Q9BT78,COP9 signalosome complex subunit 4 OS=Homo sapiens GN=COPS4 PE=1 SV=1,0.00421348314606742,1.75795576063045,5.66502463054187,1,2,1,1,406,46.24,5.83,,51138,ENSG00000138663.8,COPS4,4,cell organization and biogenesis;metabolic process;response to stimulus,cytoplasm;cytosol;nucleus,catalytic activity;protein binding,Pf01399,0.086,5.12644863128662,1
False,,,,,,High,Master Protein,O75379,Vesicle-associated membrane protein 4 OS=Homo sapiens GN=VAMP4 PE=1 SV=2,0.00421348314606742,1.75646589816794,17.0212765957447,1,1,1,1,141,16.387,7.34,,8674,ENSG00000117533.14,VAMP4,1,cell organization and biogenesis;transport,cell surface;endosome;Golgi;membrane;vacuole,protein binding,Pf00957,0.389,0.0,1
False,,,,,,High,Master Protein,P48739,Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens GN=PITPNB PE=1 SV=2,0.00421348314606742,1.74982405191608,4.4280442804428,1,1,1,1,271,31.52,6.87,,23760,ENSG00000180957.17,PITPNB,22,cell organization and biogenesis;metabolic process;transport,cytoplasm;Golgi;membrane,transporter activity,Pf02121,0.105,2.56995034217834,1
False,,,,,,High,Master Protein,Q9NRD5,PRKCA-binding protein OS=Homo sapiens GN=PICK1 PE=1 SV=2,0.00488485694347523,1.72216166699795,3.37349397590361,1,1,1,1,415,46.571,5.3,,9463,ENSG00000100151.15,PICK1,22,cell communication;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytoskeleton;cytosol;Golgi;membrane;mitochondrion,metal ion binding;protein binding,"Pf00595, Pf03114, Pf06456",0.086,3.13886070251465,1
False,,,,,,High,Master Protein,P14735,Insulin-degrading enzyme OS=Homo sapiens GN=IDE PE=1 SV=4,0.00488485694347523,1.72193266911134,1.86457311089303,1,1,1,1,1019,117.893,6.61,,3416,ENSG00000119912.15,IDE,10,cell organization and biogenesis;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus,cell surface;cytoplasm;cytosol;extracellular;membrane;mitochondrion;nucleus;organelle lumen;proteasome,catalytic activity;metal ion binding;nucleotide binding;protein binding;receptor activity,"Pf00675, Pf05193",0.037,3.15108633041382,1
False,,,,,,High,Master Protein,Q8NBF2,NHL repeat-containing protein 2 OS=Homo sapiens GN=NHLRC2 PE=1 SV=1,0.00488485694347523,1.71152719940022,1.51515151515152,1,1,1,1,726,79.393,5.55,,374354,ENSG00000196865.4,NHLRC2,10,cellular homeostasis;metabolic process;regulation of biological process;transport,extracellular;organelle lumen,antioxidant activity;catalytic activity;protein binding,"Pf00578, Pf01436, Pf13905",0.07,2.37436127662659,1
False,,,,,,High,Master Protein,O95865,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2 OS=Homo sapiens GN=DDAH2 PE=1 SV=1",0.00488485694347523,1.70974273060548,14.0350877192982,1,1,1,1,285,29.625,6.01,,23564,ENSG00000233076.6; ENSG00000227317.6; ENSG00000213722.8; ENSG00000228128.6; ENSG00000225635.7; ENSG00000206395.8; ENSG00000226634.6,DDAH2,6; CHR_HSCHR6_MHC_MANN_CTG1; CHR_HSCHR6_MHC_DBB_CTG1; CHR_HSCHR6_MHC_SSTO_CTG1; CHR_HSCHR6_MHC_MCF_CTG1; CHR_HSCHR6_MHC_QBL_CTG1; CHR_HSCHR6_MHC_COX_CTG1,metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytosol;mitochondrion,catalytic activity;protein binding,Pf02274,0.145,3.21583771705627,1
False,,,,,,High,Master Protein,P34896,"Serine hydroxymethyltransferase, cytosolic OS=Homo sapiens GN=SHMT1 PE=1 SV=1",0.00488485694347523,1.70641648650388,4.55486542443064,1,1,1,1,483,53.049,7.71,,6470,ENSG00000176974.19,SHMT1,17,cell organization and biogenesis;metabolic process;regulation of biological process,cytoplasm;cytosol;mitochondrion;nucleus,catalytic activity;protein binding;RNA binding;translation regulator activity,Pf00464,0.077,3.31682348251343,1
False,,,,,,High,Master Protein,Q9UBU8,Mortality factor 4-like protein 1 OS=Homo sapiens GN=MORF4L1 PE=1 SV=2,0.00488485694347523,1.69378949183224,5.52486187845304,1,1,1,1,362,41.448,9.28,,10933,ENSG00000185787.14,MORF4L1,15,cell organization and biogenesis;cell proliferation;metabolic process;regulation of biological process;response to stimulus,nucleus,protein binding,"Pf05712, Pf11717",0.11,2.81055974960327,1
False,,,,,,High,Master Protein,O60216,Double-strand-break repair protein rad21 homolog OS=Homo sapiens GN=RAD21 PE=1 SV=2,0.00488485694347523,1.69186262136196,3.486529318542,1,1,1,1,631,71.645,4.65,,5885,ENSG00000164754.14,RAD21,8,cell death;cell division;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus,chromosome;cytosol;membrane;nucleus,protein binding,"Pf04824, Pf04825",0.086,2.91477560997009,1
False,,,,,,High,Master Protein,Q96GC9,Vacuole membrane protein 1 OS=Homo sapiens GN=VMP1 PE=1 SV=1,0.00488485694347523,1.68888215733749,7.38916256157636,1,1,1,1,406,46.208,6.95,,81671,ENSG00000062716.12,VMP1,17,cell organization and biogenesis;metabolic process;transport,endoplasmic reticulum;membrane;vacuole,protein binding,Pf09335,0.194,2.70722985267639,1
False,,,,,,High,Master Protein,Q9NZ38,Uncharacterized protein IDI2-AS1 OS=Homo sapiens GN=IDI2-AS1 PE=2 SV=1,0.00552104899930987,1.67902332265718,10.1063829787234,1,1,1,1,188,21.298,10.2,,55853,,IDI2-AS1,10,,,,,0.194,2.86319708824158,1
False,,,,,,High,Master Protein,P48506,Glutamate--cysteine ligase catalytic subunit OS=Homo sapiens GN=GCLC PE=1 SV=2,0.00552104899930987,1.67881597269769,3.76766091051805,1,1,1,1,637,72.719,6.09,,2729,ENSG00000001084.10,GCLC,6,cell organization and biogenesis;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus,cytosol,catalytic activity;metal ion binding;nucleotide binding;protein binding,Pf03074,0.064,2.69105839729309,1
False,,,,,,High,Master Protein,Q8IZQ1,WD repeat and FYVE domain-containing protein 3 OS=Homo sapiens GN=WDFY3 PE=1 SV=2,0.00552104899930987,1.67202837637699,0.397050482132728,1,1,1,1,3526,395.006,6.76,,23001,ENSG00000163625.15,WDFY3,4,cell communication;development;metabolic process;response to stimulus,cytoplasm;cytosol;membrane;nucleus;vacuole,catalytic activity;metal ion binding;protein binding,"Pf00400, Pf01363, Pf02138, Pf13385, Pf14844",0.012,2.61529111862183,1
False,,,,,,High,Master Protein,Q15393,Splicing factor 3B subunit 3 OS=Homo sapiens GN=SF3B3 PE=1 SV=4,0.00552104899930987,1.65763338626623,4.43714050944947,2,2,2,1,1217,135.492,5.26,,23450,ENSG00000189091.12,SF3B3,16,cell organization and biogenesis;metabolic process;regulation of biological process,nucleus;spliceosomal complex,protein binding;RNA binding,"Pf03178, Pf10433",0.073,6.08282017707825,2
False,,,,,,High,Master Protein,Q6PKG0,La-related protein 1 OS=Homo sapiens GN=LARP1 PE=1 SV=2,0.00552104899930987,1.65403845818686,2.18978102189781,1,1,1,1,1096,123.434,8.82,,23367,,LARP1,5,cell proliferation;metabolic process;regulation of biological process;response to stimulus,cytoplasm;membrane,protein binding;RNA binding;translation regulator activity,Pf05383,0.034,2.36606645584106,1
False,,,,,,High,Master Protein,Q9BUT1,3-hydroxybutyrate dehydrogenase type 2 OS=Homo sapiens GN=BDH2 PE=1 SV=2,0.00552104899930987,1.64955814346494,8.57142857142857,1,1,1,1,245,26.707,7.65,,56898,ENSG00000164039.14,BDH2,4,cell differentiation;metabolic process,cytoplasm;cytosol;mitochondrion,catalytic activity;nucleotide binding,"Pf00106, Pf13561",0.155,0.0,1
False,,,,,,High,Master Protein,P22695,"Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens GN=UQCRC2 PE=1 SV=3",0.00552104899930987,1.61065668874792,8.60927152317881,1,1,1,1,453,48.413,8.63,,7385,ENSG00000140740.10; ENSG00000284493.1,UQCRC2,16; CHR_HG926_PATCH,metabolic process;transport,membrane;mitochondrion,catalytic activity;metal ion binding;protein binding,"Pf00675, Pf05193",0.096,2.41736650466919,1
False,,,,,,High,Master Protein,O00505,Importin subunit alpha-4 OS=Homo sapiens GN=KPNA3 PE=1 SV=2,0.00552104899930987,1.6085355881609,1.7274472168906,1,1,1,1,521,57.775,4.94,,3839,ENSG00000102753.9,KPNA3,13,cell organization and biogenesis;regulation of biological process;transport,cytoplasm;cytosol;nucleus,protein binding;transporter activity,"Pf00514, Pf01602, Pf01749, Pf13513, Pf13646",0.105,1.78345489501953,1
False,,,,,,High,Master Protein,P62314,Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens GN=SNRPD1 PE=1 SV=1,0.00552104899930987,1.60730304674033,15.1260504201681,1,1,1,1,119,13.273,11.56,,6632,ENSG00000167088.10,SNRPD1,18,cell organization and biogenesis;metabolic process;transport,cytoplasm;cytosol;nucleus;spliceosomal complex,protein binding;RNA binding,Pf01423,0.585,0.0,1
False,,,,,,High,Master Protein,O43491,Band 4.1-like protein 2 OS=Homo sapiens GN=EPB41L2 PE=1 SV=1,0.00552104899930987,1.59808274948243,1.69154228855721,1,1,1,1,1005,112.519,5.44,,2037,ENSG00000079819.18,EPB41L2,6,cell division;cell organization and biogenesis;transport,cytoplasm;cytoskeleton;cytosol;membrane;nucleus,protein binding;structural molecule activity,"Pf00373, Pf04382, Pf05902, Pf08736, Pf09379, Pf09380",0.036,2.34743285179138,1
False,,,,,,High,Master Protein,Q6P2Q9,Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens GN=PRPF8 PE=1 SV=2,0.00552104899930987,1.59533729912628,1.07066381156317,1,1,1,1,2335,273.427,8.84,,10594,ENSG00000174231.16; ENSG00000274442.2,PRPF8,17; CHR_HSCHR17_1_CTG2,cell organization and biogenesis;metabolic process;response to stimulus,membrane;nucleus;spliceosomal complex,catalytic activity;protein binding;RNA binding,"Pf01398, Pf08082, Pf08083, Pf08084, Pf10596, Pf10597, Pf10598, Pf12134",0.0,0.0,1
